,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment
3273,Zelensky to address Congress tomorrow because he needs more assistance. We have an OPEN SOUTHERN BORDER waging war https://t.co/GGX2mEwZKV ,Zelensky,-0.5994,0.0,0.178,0,0,0,0,0,0,-1
3274,"RT amvetsupport: Please you right wing idiots, no more talk no about how Putin wouldnt have done this if trump had been in office. No mor ",Putin,-0.5106,0.074,0.214,0,0,0,0,0,0,-1
3275,"RT yazarmuratakan: Putine psikopat demesiyle gndem olan Rus model Gretta Vedlerin cesedi, bir bavulun ierisinde bulundu https://t.c… ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3276,"RT hora25: Pablo Iglesias: La derecha espaola, que ltimamente intoxica diciendo que Putin es comunista, debera tener un poco ms de ve ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3277,"RT SilkysilkK: Jadot explique que si Poutine fait la guerre lUkraine, ce nest pas pour des territoires, ce nest pas par imprialism ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3278,"RT KyivIndependent: Polish, Czech, Slovenian prime ministers to visit Kyiv on March 15. Polands Mateusz Moravetsky, Czech Republics P ",Kyiv,0.0,0.0,0.0,0,0,0,0,0,0,-1
3279,"RT MHundhausen: Warum blockierte die fdp das Tempolimit 100kmh auf Autobahnen. Das fhrt dazu, dass mehr Geld an Putin berwiesen wird. ",Putin,-0.5994,0.0,0.163,0,0,0,0,0,0,-1
3280,"POTUS Why wasnt Ukraine armed to the max before the Putin invasion Or, did you not know it was coming ",Putin,0.0,0.0,0.0,Ukraine,0,0,0,0,0,-1
3281,"Primeros ministros de Polonia, Repblica Checa y Eslovenia desafan los bombardeos de Putin y viajan este martes a https://t.co/r74bVrMbaW ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3282,UKRAINE RUSSIE Ces collabos et leurs matres de lOTAN sont dans la manipulation de lopinion. Raison pou https://t.co/xqans3Iar7 ,Ukraine,-0.296,0.0,0.115,0,0,0,0,0,0,-1
3283,RT ainyrockstar: Ein Nigerianer und ein Iraker mit ukrainischen Pssen vergewaltigen eine 18Jhrige Ukrainerin. Sind das diese Studenten ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3284,"i commenti sulla ragione di Putin nellaver attaccato lUcraina, della fake news dellospedale pediatrico e le fras https://t.co/9riV62E1fy ",Putin,-0.4767,0.0,0.171,0,0,0,0,0,0,-1
3285,"RT LKeath: In 2016, Russia helped the Syrian government nearly level Aleppo in a monthslong siege that crushed resistance. Aleppos survi ",Russia,-0.4215,0.0,0.128,0,0,0,0,0,0,-1
3286,Wonder if BorisJohnson reads my EarthsCorr column Ukrainewar Putin EndFossilFuels RenewablesNow https://t.co/LLqb4isWjI ,Putin,0.0,0.0,0.0,Ukraine,0,0,0,0,0,-1
3287,RT MarcoNoel19: Zelensky prima comico e poi politico. Salvini si fermato a met. ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
3288,RT disclosetv: JUST IN China demands full account of US biomilitary activities in Ukraine. Chinese foreign ministry claims the US re ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3289,"liusivaya Ya te henos visto la patita, y antes de esta declaracin, sinverguenza.asi que Putin si puede y Zelensk https://t.co/3tWSlj85yV ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3290,RT FoxNews: Former Marine Col. condemns Bidens woke focus in military amid Ukraine war: This is insane https://t.co/mUpW3Z1dqI ,Ukraine,-0.872,0.0,0.398,0,0,0,0,0,0,-1
3291,RT ArthurKeiUA: Disgusting Two citizens of China have tried to kidnap newborn babies from Ukraine under the Russian attack. They wer ,Ukraine,-0.7579,0.0,0.255,Russian,Russia,0,0,0,0,-1
3292,"RT IAPonomarenko: Begging for Chinese food kits, trying to scrape up some Syrian mercenaries and Russian prison wardens to fight, losing h ",Russian,-0.8176,0.0,0.321,Russia,0,0,0,0,0,-1
3293,"PhilipLeButt Hier, falls Ihre Partei doch noch Ukraine helfen mchte: https://t.co/ceY9whSbIi ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3294,"RT SkyNews: Putin will invade other European countries, Western leaders told ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3295,RT tresmasciento: EXCLUSIVA: El Gobierno de Espaa decide endurecer las sanciones a Putin y lo da de alta de autnomo. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3296,Un mdecin accuse larme russe dutiliser le mme mode opratoire en Ukraine quen Syrie https://t.co/XzA0GvYFLs via LObs ,Ukraine,-0.2023,0.0,0.101,0,0,0,0,0,0,-1
3297,RT Telegraph: Some 1.4 million children have now fled Ukraine since the Russian invasion began on February 24... ...meaning one child a ,Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
3298,"carolecadwalla CatherineBelton tomburgis Something when thieving criminals, Russian spies and henchmen of a crim https://t.co/DfpJPViM2f ",Russian,-0.5719,0.0,0.222,Russia,0,0,0,0,0,-1
3299,RT LatestAnonPress: Russia plans mass deforestation of Ukrainian forests. Shoigus letter was addressed to Putin requesting permission to ,Putin,0.0,0.0,0.0,Ukrainian,Russia,0,0,0,0,-1
3300,RT LatestAnonPress: Russia plans mass deforestation of Ukrainian forests. Shoigus letter was addressed to Putin requesting permission to ,Putin,0.0,0.0,0.0,Ukrainian,Russia,0,0,0,0,-1
3301,RT OpIndiacom: These experts chose to ignore that NATO countries have continued to purchase billions of worth of Russian oil and gas ,NATO,-0.1531,0.078,0.102,Russian,Russia,0,0,0,0,-1
3302,"An American Fox network cameraman was murdered outside of Kiev, Ukraine. More: argentina mostshared https://t.co/9qKvvs4YBH ",Ukraine,-0.6597,0.0,0.239,Kiev,0,0,0,0,0,-1
3303,"RT carolecadwalla: I have to challenge you there, in what way was Nigel Farage colluding with Putin He was simply defending the posit ",Putin,-0.2263,0.055,0.094,0,0,0,0,0,0,-1
3304,RT SusanLiTV: Such Sad news FoxNews photographer Pierre Zakrzewski has died outside of Kyiv Ukraine Pierre was with Benjamin Hall wh ,Ukraine,-0.7717,0.0,0.261,Kyiv,0,0,0,0,0,-1
3305,"RT votevets: Marina Ovsyannikova, the woman who protested Russian disinfo and the war on Ukraine live on Russian state TV has been arreste ",Ukraine,-0.6597,0.0,0.205,Russian,Russia,0,0,0,0,-1
3306,"RT zarahsultana: The Tories are trying to blame the cost of living crisis on Putins war on Ukraine. This is a lie. Even before the war, ",Putin,-0.936,0.0,0.405,Ukraine,0,0,0,0,0,-1
3307,"RT Patriotjob1: Elenaforever13 As we creep closer to war with Russia, I cant help but reflect on the very fact that Trump, or any other ",Russia,-0.473,0.0,0.156,0,0,0,0,0,0,-1
3308,RT CNN: Ukrainian President Volodymyr Zelensky received a lengthy standing ovation after his address to Canadas parliament. See the momen ,Ukrainian,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1
3309,JillCol57100267 CathyCathyb2 JustinTrudeau ZelenskyyUa I would rather have zelensky than Tru dope He stands wit https://t.co/qou2CSPqHp ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
3310,"RT kikelt: Parece que Kadyrov, el caudillo de Putin en Chechenia... Sigue en Chechenia pese a que deca estar en el frente con sus tropas. ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3311,RT SkyNews: Tony Blair calls for NATO not to rule out military intervention against Russia in Ukraine ,Ukraine,0.0,0.0,0.0,NATO,Russia,0,0,0,0,-1
3312,"RT HannaLiubakova: Ukraine Irpin. Andriy Kulik is trying to comfort his dog, paralyzed by fear. The dog refuses to walk after shelling. h ",Ukraine,-0.1779,0.097,0.125,0,0,0,0,0,0,-1
3313,Donald Trump and Vladimir Putin are simply two sides of the same coin. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3314,This picture of dog scared of shelling in Ukraine is starting to make me tear up. https://t.co/fCrtCzVs9Q ,Ukraine,-0.4404,0.0,0.153,0,0,0,0,0,0,-1
3315,"HannaLiubakova Man, this is tough to see. Put me in 50100 yard within Putin and Ill end this war. ",Putin,-0.802,0.0,0.339,0,0,0,0,0,0,-1
3316,RT TrajikomikNews: Filistinde bir dn: Putin saldrlar artr. Ukraynal kadnlar Filistine yolla. https://t.co/CgZ4Vjnb1A ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3317,"RT alfreyes14: El hideputa, Filomena, el volcn, Putin, la calima. Quedan los extraterrestres como sexta plaga, la sptima la tengo clara. ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3318,"RT zeitonline: Als sechs Tage nach Kriegsausbruch Geflchtete aus der Ukraine am Hauptbahnhof ankommen, fahren zwei Berliner hin, wollen ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3319,Two journalists killed in attack while reporting in Ukraine ITV Veteran war photographer and camera operator Pier https://t.co/VdUMmtQTvl ,Ukraine,-0.91,0.0,0.434,0,0,0,0,0,0,-1
3320,sandropozzi Sera tremendamente significativo. Y un acto d muchsima firmeza frente a Putin ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3321,"RT CalltoActivism: BREAKING: The hacking collective Anonymous has sent 7,000,000 antiwar texts to Russian cell phone users to tell them t ",Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3322,RT globeandmail: Highlights of Zelenskys speech to Canadian Parliament as Russian invasion continues https://t.co/qHCGHWIbBf ,Zelensky,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
3323,nytimes I think Ukraine Army will surrender before the Russians even think of it . ,Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
3324,"RT LaFranci27: La feccia piddina scatenata contro Putin che lavrebbe incarcerata o addirittura uccisa... Marina Ovsyannikova, rilasciat ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3325,RT NPR: Former ambassador Marie Yovanovitch warns that Putin will likely continue moving west if he gets away with invading Ukraine. https… ,Putin,-0.1027,0.0,0.062,Ukraine,0,0,0,0,0,-1
3326,"RT zarahsultana: The Tories are trying to blame the cost of living crisis on Putins war on Ukraine. This is a lie. Even before the war, ",Putin,-0.936,0.0,0.405,Ukraine,0,0,0,0,0,-1
3327,"RT OccupyDemocrats: BREAKING: Jen Psaki brutally mocks Putins sanctions on President Biden and herself, saying none of us are planning t ",Putin,-0.7906,0.0,0.28,0,0,0,0,0,0,-1
3328,"RT olliecarroll: In new message, Zelensky appeals to Russian soldiers: You wont take anything fm Ukraine. You will take lives. But we wi ",Ukraine,0.0,0.0,0.0,Zelensky,Russian,Russia,0,0,0,-1
3329,"POTUS but inflation is Putins fault, right ",Putin,-0.5499,0.0,0.372,0,0,0,0,0,0,-1
3330,RT hojeno: O Pres. Zelensky verbalizou hj o bvio: temos que aceitar que a Ucrnia no entrar na OTAN. Isso era algo que todos j sabi ,Zelensky,-0.296,0.0,0.095,0,0,0,0,0,0,-1
3331,RT folha: Bolsonaro volta a afirmar que Putin defendeu soberania do Brasil sobre Amaznia O brasileiro tem feito declaraes simpticas a ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3332,"RT ResistBureau: You cant say that there is an African response to the Ukraine situation, because Africa cannot speak as a unit.The Afr ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3333,RT BIackCommunism: The fascists in power stopped the flow of unbiased news reports on RussiaUkraine cause they didnt want the propagandi ,Ukraine,-0.4628,0.0,0.262,Russia,0,0,0,0,0,-1
3334,"RT Alan020: 100,000 people register to take in refugees from Ukraine, yet no one has registered to house our homeless, because there is ",Ukraine,-0.296,0.0,0.091,0,0,0,0,0,0,-1
3335,RT McFaul: My family are huge fans of Papa Johns. But we taking a break for now. It is immoral to be making money in Putins Russia as he ,Putin,-0.5187,0.052,0.126,Russia,0,0,0,0,0,-1
3336,KaczynskiOhana Clearly a Russian agent spreading disinformation. CNN says we are beating Vladimort. The Legion is https://t.co/Umx8oslEVa ,Russian,-0.0772,0.137,0.152,Russia,0,0,0,0,0,-1
3337,"RT Alan020: 100,000 people register to take in refugees from Ukraine, yet no one has registered to house our homeless, because there is ",Ukraine,-0.296,0.0,0.091,0,0,0,0,0,0,-1
3338,RT Sancak1453: Putin natoya kar bizi yanna ekmek Nato ile aramz bozulsun diye SHA satn almak ister mi Nereden aklma geld ,Putin,0.0,0.0,0.0,NATO,0,0,0,0,0,-1
3339,RT SaharaReporters: BREAKING: Zelensky Says Ukraine Is Not Joining NATO Sahara Reporters https://t.co/trCDiIpnMk https://t.co/29hB1nf7Rh ,Ukraine,0.0,0.0,0.0,NATO,Zelensky,0,0,0,0,-1
3340,RT McFaul: My family are huge fans of Papa Johns. But we taking a break for now. It is immoral to be making money in Putins Russia as he ,Putin,-0.5187,0.052,0.126,Russia,0,0,0,0,0,-1
3341,DAVIDPARENZO Ariachetira myrtamerlino Speriamo che Putin spazzi via quanto prima i nazisti di Kiev appoggiati da https://t.co/xnIof40PGV ,Putin,0.0,0.0,0.0,Kiev,0,0,0,0,0,-1
3342,RT johnpavlovitz: The fact that we have a major network giving daily airtime to a Putin surrogate should really be enraging more people. ,Putin,-0.3976,0.094,0.16,0,0,0,0,0,0,-1
3343,RT jmclennan8: Do you believe the legacy media news regarding the War in Ukraine Please retweet. ,Ukraine,-0.3818,0.114,0.193,0,0,0,0,0,0,-1
3344,knoxens ZStadtfux Ich bin mir gar nicht sicher ob es Putin kmmert wenn seine Soldaten massenhaft sterben. Fr di https://t.co/4k6us6D20L ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3345,RT KaplanBenFr: Volodymyr Zelensky converti au ralisme gopolitique ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
3346,RT channelstv: Fox News Cameraman Pierre Zakrzewski Killed In Ukraine Network https://t.co/veUB1pMFny https://t.co/cotbEmk1QR ,Ukraine,-0.6705,0.0,0.273,0,0,0,0,0,0,-1
3347,"RT MaxBoot: US officials estimate Russia lost 5,0006,000 soldiers in the first two weeks of the war400 a day. (The real figure might be ",Russia,-0.3182,0.0,0.095,0,0,0,0,0,0,-1
3348,RT KyivIndependent: Ombudsman: 3 journalists killed during Russias fullscale war in Ukraine. Three journalists were killed in Mykolai ,Ukraine,-0.9313,0.0,0.48,Kyiv,Russia,0,0,0,0,-1
3349,"RT ChrisAlbertoLaw: Oh, look at that. The Republican Party, Trump, TuckerCarlson, Rupert Murdoch, and MAGAs hate the same people Putin ",Putin,-0.25,0.111,0.152,0,0,0,0,0,0,-1
3350,RT billroggio: 13) Ukrainian forces in Mykolaiv also remain defiant and are putting up stiff resistance. The Russians appear to be working ,Ukrainian,-0.2263,0.0,0.083,Russian,Russia,0,0,0,0,-1
3351,"DennisKBerlin Ja, Heldinnen gehen eben nicht mit putintrollen, rechtsextremisten und afd quernazis wie bei uns https://t.co/abKDn0Yw9L ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3352,"RT Pontifex: On Friday 25 March, during the Celebration of Penance at 17.00 in Saint Peters Basilica, I will consecrate Russia and Ukra ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
3353,RT caitoz: Now why would Ukraine want to get a bunch of people from NATO countries killed by Russian ohhhhh wait I just got it. ,Ukraine,-0.6369,0.049,0.168,NATO,Russian,Russia,0,0,0,-1
3354,"RT lawsonreports: This, from continetti, is spoton. After Ukraine, there is no excuse for downplaying or ignoring authoritarian rhetori ",Ukraine,-0.5574,0.059,0.221,0,0,0,0,0,0,-1
3355,RT ComicDaveSmith: Adult human beings actually use the phrase Putin talking point to dismiss an argument. Its so incredibly stupid. I ,Putin,-0.7559,0.0,0.264,0,0,0,0,0,0,-1
3356,RT TRexSSS: elonmusk What is Ramzan Kadyrov Putins wife ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3357,RT visegrad24: BREAKING: At the press conference in Kyiv after tonights meeting between President Zelensky and the Prime Ministers of Po ,Kyiv,-0.5574,0.0,0.153,Zelensky,0,0,0,0,0,-1
3358,"Alexei Navalny is the real President of Russia. Russians need to remove Putin, he is a corrupt killer, not the pe https://t.co/EKGM35wCnV ",Putin,-0.6486,0.0,0.177,Russian,Russia,0,0,0,0,-1
3359,"RT BILD: Die Aufnahme der Flchtlinge aus der Ukraine sei eine staatliche Aufgabe, die aber nur vor Ort geleistet werden kann, sagt CDUU ",Ukraine,-0.8316,0.0,0.271,0,0,0,0,0,0,-1
3360,RT RoshanRinaldi: Marjorie Taylor Greene echoes Kremlin talking points and accuses Biden of funding NATO Nazis in Ukraine https://t.c… ,Ukraine,-0.34,0.0,0.118,NATO,0,0,0,0,0,-1
3361,"RT AlanBixter: A Russian Orlan10 drone crashed 50 miles inside Romania last night, a Tupolev Tu141 crashed in Zagreb, Coatia a week ago, ",Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3362,"RT 0ctoberReignz: The Fight For The New World Order, According To A Politician In Ukraine. Her Words, How Very Strange https://t.co/Bkjy… ",Ukraine,-0.5709,0.0,0.207,0,0,0,0,0,0,-1
3363,"MrNeoTheOne ChuckCallesto DrLiMengYAN1 A nuclear strike is a suicide option, and Putin knows it. Mutually Assure https://t.co/1quMNVInns ",Putin,-0.5574,0.118,0.294,0,0,0,0,0,0,-1
3364,RT fredguttenberg: LET ME MAKE THIS CLEAR RUSSIA INVADED UKRAINE BECAUSE THIS COUNTRY AND THE WORLD HAD THE UNFORTUNATE EXPERIENCE OF ,Ukraine,-0.1027,0.128,0.143,Russia,0,0,0,0,0,-1
3365,"RT olgatokariuk: President Zelensky says sanctions imposed on Russia not sufficient, calls for a trade embargo, ban on the use of Russian ",Zelensky,-0.5994,0.0,0.205,Russian,Russia,0,0,0,0,-1
3366,FalseNarrative NOT A FAN of Trump BUT Putin invaded during OBAMA BIDEN Crimea2014 WarInDonbas2014 https://t.co/4HevqVQ80a ,Putin,-0.1907,0.0,0.119,0,0,0,0,0,0,-1
3367,RT JackPosobiec: ZELENSKY: Ukraine will not become a member of NATO https://t.co/rm8wxEWqW8 ,Ukraine,0.0,0.0,0.0,NATO,Zelensky,0,0,0,0,-1
3368,"RT AP: Ukrainian forces have fought off a Russian attack on Kharkiv, a Ukrainian official says. Russian forces tried to storm Ukraines se ",Ukraine,-0.6597,0.0,0.221,Ukrainian,Russian,Russia,0,0,0,-1
3369,So nato are gonna give in to putin then by not letting ukrain join (cowards) .. so putin can now put his toys back https://t.co/fSHPosu1ss ,Putin,-0.2235,0.0,0.073,NATO,0,0,0,0,0,-1
3370,RT Patbagley: They have blood on their hands. Alexander Vindman says Sen. Mike Lee and Rep. Chris Stewart are complicit in Russian invas ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3371,"RT AmySiskind: The prime ministers of Poland, Slovenia and the Czech Republic are traveling by train to Kyiv today to meet with Zelensky. ",Kyiv,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1
3372,RT AlertaNews24: AHORA: Putin firm hoy una ley que har posible que Rusia nacionalice los ms de 500 aviones que las empresas de arr ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3373,"RT UAWeapons: Ukraine: Apparently, some kind of electronic warfarecommunicationsUAV control 8x8 truck was captured by the Ukrainian arm ",Ukraine,0.0,0.0,0.0,Ukrainian,0,0,0,0,0,-1
3374,"RT JamesMartinSJ: Orthodox clerics and scholars: Therefore, we reject the Russian world heresy and the shameful actions of the Governme ",Russian,-0.7096,0.0,0.247,Russia,0,0,0,0,0,-1
3375,PhyllisSilver B52Malmet Putin only wants criminals and Crooks in Russia c. People he can bribe payoff for doing acts of crime. ,Putin,-0.8402,0.0,0.333,Russia,0,0,0,0,0,-1
3376,RT JosephHDempsey: 15 March satellite imagery planet of Kherson Airport appears to show a number of Russia helicopters destroyed or da ,Russia,-0.4404,0.058,0.142,0,0,0,0,0,0,-1
3377,Hunter Biden among Americans sanctioned by Russia The Independent https://t.co/JM0wtEfSxd ,Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
3378,RT sovietarmyfan: Abkhazian Muslim soldiers standing next to the Russian army in Ukraine. ,Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
3379,RT Ukraine: Russia says their conscripts are not being sent to fight in Ukraine. But this is just another lie. We have already caught a bu ,Ukraine,-0.2023,0.0,0.07,Russia,0,0,0,0,0,-1
3380,RT beingrealmac2: Geraldo: How do you know Putin wasnt playing Trump Jeanine: Putin was a wuss when Trump was President. https://t.… ,Putin,-0.1511,0.0,0.077,0,0,0,0,0,0,-1
3381,RT fredguttenberg: LET ME MAKE THIS CLEAR RUSSIA INVADED UKRAINE BECAUSE THIS COUNTRY AND THE WORLD HAD THE UNFORTUNATE EXPERIENCE OF ,Ukraine,-0.1027,0.128,0.143,Russia,0,0,0,0,0,-1
3382,"RT WarintheFuture: After my last post about the potential for Russian use of chemical weapons against the people of Ukraine, this is exac ",Ukraine,-0.4404,0.0,0.116,Russian,Russia,0,0,0,0,-1
3383,RT JosephHDempsey: 15 March satellite imagery planet of Kherson Airport appears to show a number of Russia helicopters destroyed or da ,Russia,-0.4404,0.058,0.142,0,0,0,0,0,0,-1
3384,RT FirstPogMoThoin: Rumour has it Putin banned this in Russia We aint in Russia https://t.co/K3c9yk6zUv ,Putin,-0.4588,0.0,0.176,Russia,0,0,0,0,0,-1
3385,"RT mmpadellan: For those of you keeping score, Hillary Clinton was right about that traitorous POS Putin puppet. ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3386,RT McFaul: More SAMs to Ukraine These are defensive weapons. No excuse not to give as many as possible as fast as possible. ,Ukraine,-0.5719,0.091,0.192,0,0,0,0,0,0,-1
3387,"RT AP: Ukrainian forces have fought off a Russian attack on Kharkiv, a Ukrainian official says. Russian forces tried to storm Ukraines se ",Ukraine,-0.6597,0.0,0.221,Ukrainian,Russian,Russia,0,0,0,-1
3388,RT kaoconnor: So WagnerGroup mercenaries are the little green men that took over Crimea. What a scourge. Putin isnt strong enough t ,Putin,-0.4023,0.0,0.125,0,0,0,0,0,0,-1
3389,RT MeidasTouch: Corporations think that doing business in Russia as Putin commits war crimes is just another PR crisis that they can move ,Putin,-0.836,0.038,0.275,Russia,0,0,0,0,0,-1
3390,"RT JackDetsch: BREAKING. Russia is seeking to gather more troops to replace military casualties in Ukraine, redeploying forces from abroad ",Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3391,"RT CNNEE: El presidente de Ucrania, Volodymyr Zelensky, agradeci la llegada de los primeros ministros de Polonia, Repblica Checa y Eslov ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
3392,RT Rango1917: American and British mercenaries are running away from the front lines in Ukraine Ukrainians are cutting up their passport ,Ukraine,-0.128,0.0,0.07,Ukrainian,0,0,0,0,0,-1
3393,RonFilipkowski Because of Mexican Putin ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3394,RT SavingAZ: Joe Biden will travel to Europe next week to address the crisis in Ukraine. When will Biden travel to Arizona and address th ,Ukraine,-0.6249,0.0,0.146,0,0,0,0,0,0,-1
3395,"RT mmpadellan: For those of you keeping score, Hillary Clinton was right about that traitorous POS Putin puppet. ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3396,BLAIR STICKING HIS WARPED 10 PENETH IN UkraineRussia war news live: Kyiv says definitely room for compromise in https://t.co/f1bIKK8Yiv ,Ukraine,-0.296,0.114,0.165,Kyiv,Russia,0,0,0,0,-1
3397,RT AJEnglish: Kyiv Mayor Vitali Klitschko has announced a 35hour curfew in the capital from Tuesday evening until Thursday morning. LI ,Kyiv,0.0,0.0,0.0,0,0,0,0,0,0,-1
3398,RT allthecitizens: .CarolineLucas on Putins hybrid war and the need to go back and have a hard look on the RussiaReport https://t.co/… ,Putin,-0.6486,0.0,0.218,Russia,0,0,0,0,0,-1
3399,RT MorawieckiM: Europe must understand that if it loses Ukraine it will never be the same again. It will no longer be Europe. Rather it wi ,Ukraine,-0.5423,0.0,0.158,0,0,0,0,0,0,-1
3400,RT JamaicanMaroonX: BREAKING : American amp British mercenaries are running away from the front lines in Ukraine Ukrainians are cutting u ,Ukraine,-0.128,0.0,0.077,Ukrainian,0,0,0,0,0,-1
3401,ChuckCallesto It will be a BREAKING news every day then what CNN reporting shit about Putin and Russia.. ,Putin,-0.5574,0.0,0.184,Russia,0,0,0,0,0,-1
3402,RT olgatokariuk: Four journalists killed by Russian barbarians in Ukraine in 20 days of war. Two Americans and two Ukrainians. Many more h ,Ukraine,-0.8555,0.0,0.296,Ukrainian,Russian,Russia,0,0,0,-1
3403,RTcom Putin puts Australia in unfriendly countrys list why r u giving their news ,Putin,-0.0258,0.161,0.168,0,0,0,0,0,0,-1
3404,RT AP: BREAKING: President Joe Biden will travel to Europe next week for facetoface talks with European leaders about the Russian invasi ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3405,MarkusKnoell VVwaldi w1selly nroettgen ZelenskyyUa Deswegen. Stehen wir dazu Oder eher nicht Lassen wir die https://t.co/y1rko0sYhO ,Zelensky,-0.5994,0.0,0.206,0,0,0,0,0,0,-1
3406,RT CNN: CNNnewsroom anchor jimsciutto asks Ukrainian filmmaker and journalistturnedsoldier Illarion Pavliuk if he believes Russians re ,Ukrainian,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
3407,"RT biannagolodryga: In Russia, Putin is the judicial system. Especially when it comes to navalny. ",Putin,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3408,"RT OccupyDemocrats: BREAKING: Alexander Vindman rips Marjorie Taylor Greene for blaming Russias invasion pf Ukraine on Biden, accuses her ",Ukraine,-0.6808,0.0,0.248,Russia,0,0,0,0,0,-1
3409,"RT mtawfeeqCNN: Shocking images from the city of Kharkiv, in northeast Ukraine. CNNs Hala Gorani HalaGorani asked Journalist Nataliya ",Ukraine,-0.4019,0.0,0.13,0,0,0,0,0,0,-1
3410,"RT JackPosobiec: MAP BREAK For perspective, Ukraine is a massive land area. It would stretch from NYC past Chicago in the US https://t.c… ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3411,Judge Rinder compares Ukraine refugee crisis to Second World War https://t.co/eLmNqrRZA3 ,Ukraine,-0.8402,0.0,0.471,0,0,0,0,0,0,-1
3412,eswinoujscie Putin przesiedli Ukraicw koncertowo. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3413,"edgsants Militarylandnet Zelensky have been there for weeks and the city is not surrounded, its a big city. Putl https://t.co/0z1ldoX7MD ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
3414,"RT dancohen3000: Ukraine 24 presenter goes full Nazi, endorses Adolf Eichmann to call for genocide of Russians. By killing children, the ",Ukraine,-0.4588,0.093,0.171,Russian,Russia,0,0,0,0,-1
3415,"RT joncoopertweets: BREAKING: The U.S. Senate on Tuesday unanimously passed a resolution condemning Putin as a WAR CRIMINAL, a rare show o ",Putin,-0.8679,0.0,0.354,0,0,0,0,0,0,-1
3416,"RT siadevinci: Miaka 30 iliyopita, Ukraine ilikuwa ni nchi ya 3 duniani kwa kuwa na slaha na vinu vya Nuclear. Baada ya anguko la Soviet ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3417,Have just woken up to the news that Pierre was killed in Ukraine yesterday. Absolutely terrible. Ive known him sin https://t.co/sqLDJpAte8 ,Ukraine,-0.9099,0.0,0.39,0,0,0,0,0,0,-1
3418,RT KyivIndependent: U.S. President Joe Biden signed the bill providing 13.6 billion in emergency military and humanitarian aid to Ukrai ,Kyiv,-0.3818,0.0,0.12,0,0,0,0,0,0,-1
3419,"RT yazarmuratakan: ABD Senatosu, Rusya Devlet Bakan Vladimir Putini sava sulusu olarak knayan bir karar oybirliiyle kabul etti. ",Putin,0.0,0.0,0.0,NATO,0,0,0,0,0,-1
